rating,review_title,review_content,Model,Price
4,Value-for-money,"Camera is not markable in low light and night. I am first time user of iphone but no problem during daily routine. Everything is great except the camera, the Samsung S21 FE has better options from a camera perspective.",iphone,51999
2,Expected a better product,"Five stars for the iPhone and
Zero star for Flipkart exchange policy.
My exchange phone was in good condition but still during exchange the price was reduced drastically.I was aware of this exchange scam and decided not to give the old phone.",iphone,51999
5,Excellent,Pam,iphone,51999
5,Terrific,!!!Enjoy with iphone 14 👍😎✌️ with great camera resolution,iphone,51999
5,Perfect product!,This is my First IPhone.. And the experience is super fantastic.. The smoothness of the phone I got is unbelievable. 60hz is so well optimized.. My previous android phone was of 120hz but never felt this smooth.. Also it's so light weight and looks so premium.. Really Loved it❤️,iphone,51999
5,Just wow!,Amazing phone.,iphone,51999
4,Very Good,Everything is good except camera.,iphone,51999
5,Wonderful,"What a gadget !!!
Perfect beast.",iphone,51999
5,Brilliant,Product is excellent..... but it's very hard to survive on single kidney 😔,iphone,51999
5,Best in the market!,"What a fabulous phone after using 1 month

I know in design it is similar to Iphone 13 but is specs aren't.
There is substantial difference in display, battery, speed as compared to iPhone 13.

Its-
Battery easily lasts more than 1 day in moderate usage.
Camera is fabulous.
Display is excellent.
Handy device.
But heats sometimes while executing smaller tasks.

I have Iphone Xs max. Its was a drastic upgrade from the same in terms of display, battery, speed ie hardware.
But more concerning is ...
READ MORE",iphone,51999
5,Best in the market!,This is my first iPhone I just love it,iphone,51999
5,Best in the market!,Best!!!!!,iphone,51999
5,Terrific,Switched from OnePlus 8t...Liked the smoothness of iPhone.,iphone,51999
5,Terrific,Very nice look,iphone,51999
5,Excellent,Phone is good and if it is not good still I have to say good bcz I paid big amount for this phone.,iphone,51999
5,Perfect product!,Wonderful phone. Much more economical and value for money than the pro version.charger not included,iphone,51999
5,Simply awesome,nice photo but bettery is not good as it show ok ok only better than one plus 9r etc and anytime photo is real u can effect filtered,iphone,51999
5,Terrific purchase,the phone is beautiful,iphone,51999
5,Terrific purchase,Awesome Product Apple Fast delivery,iphone,51999
5,Mind-blowing purchase,Nice product,iphone,51999
3,Just okay,"Good thing is 5 years of software updates and security updates. If you don’t charge the phone often, this is the good phone to go for.",iphone,51999
5,Simply awesome,best phone,iphone,51999
5,Simply awesome,"Waoo so amazing I phone 14 😎😎😎🥰🥰please buy this I phone 14 series flagship 📱
📷 camera 5/5 ⭐️⭐️⭐️⭐️⭐️
Battery 🔋 5/5⭐️⭐️⭐️⭐️⭐️
Design 5/5⭐️⭐️⭐️⭐️⭐️
Display 5/5 ☄️☄️☄️☄️☄️
Value of money 💰 5/5 ⭐️⭐️⭐️⭐️⭐️",iphone,51999
5,Great product,"Just took moon photo from my mobile ,
I seriously loving Samsung S series",iphone,51999
3,Nice,Really nice,iphone,51999
5,Great product,This iPhone Camera is very good👍 and Display is Really good iphone 14 is very Handi . My opinion this iPhone 14 is Valu of Money.,iphone,51999
5,Brilliant,Appart from the battery 🔋 back I don't have any complaint. This is an excellent choice for any person who want to switch from android to IOS.,iphone,51999
5,Wonderful,Awesome phone with best camera,iphone,51999
5,Wonderful,"Battery is good am use for whole day with 4G on my meetings, chatting
The new camera effects are good",iphone,51999
2,Moderate,Battery percentage dropped 4%in 2 months,iphone,51999
5,Terrific purchase,Writing the review after switching from OnePlus 11 to iOS. Camera is superb. Battery is wonderful and it doesn't drain without usage like other phones. Overall satisfied...,iphone,51999
5,Just wow!,Using for last 5 months great experience so far.,iphone,51999
5,Perfect product!,Nice product,iphone,51999
5,Classy product,"This is one of the finest apple phone which i have purchased

The phone is working smoothly with no battery or heating issue

Also the battery performance is mind blowing giving around more than a day for normal usage..

I am 100% satusfied with the performance of the device in this price .

Thanks a lot flipcart for offering me this iphone in such a good money.",iphone,51999
5,Classy product,"Received original and genuine product on 16 febuary
Thanks flipkart",iphone,51999
5,Just wow!,"Very Good product. No battery drain issue on 5G . Even with dual sim . Also support dual 5G .
Sim switching is very very Fast .
Satellite system is also integrated in this phone so you can easily track your phone without internet connection.
Awesome speed of processor.
No 3.5 mm jack .
Wifi 6 is also in this
Direct video call is not possible in this Phone .
Wireless charging heating issue is detected .
Except no heating on regular or full peak brightness use for 5 hr 49 min .
Not too muc...
READ MORE",iphone,51999
5,Brilliant,Excellent,iphone,51999
5,Worth every penny,Good,iphone,51999
5,Classy product,"Nice👍

No 1 Mobile Phone",iphone,51999
5,Brilliant,"Superb camera 📸
Display good
Performance nice 👍",iphone,51999
5,Great product,Thank u flipkart..for delivering in top notch condition...😀🤎.,iphone,51999
5,Super!,Thanks bro for your timely delivery 🚚🚚 and salute for your gentle work,iphone,51999
5,Must buy!,Solid device. Almost went for the s23 before finally getting this. Battery lasts well. The user experience across all apps is much superior than on android. Apple music is a little flimsy though.,iphone,51999
5,Worth every penny,Love it camera. Processor iPhone❤️❤️❤️❤️🎶,iphone,51999
5,Wonderful,Awesome It's just woww but battery is at 87% health from 23 Oct 23 to 22 Apr 24,iphone,51999
5,Terrific,Beautiful ❤️,iphone,51999
5,Excellent,Excellent performance 🥳,iphone,51999
5,Just wow!,Wonder,iphone,51999
5,Fabulous!,This phone is literally banger,iphone,51999
5,Classy product,Nice product,iphone,51999
5,Excellent,Good product,iphone,51999
5,Terrific,ALL HAVE IPHONE BUT YOU NEED TO LEARN HOW TO CAPTURE PHOTOS 💯,iphone,51999
5,Excellent,Battery life droped 7 percent in 4 months,iphone,51999
5,Wonderful,Awesome product,iphone,51999
5,Awesome,Nice camera,iphone,51999
5,Classy product,Using it from 6 months this is my first iphone. Well satisfied with the performance of device. I am not to much photoholic but camera quality is good. Battery backup is good.,iphone,51999
5,Mind-blowing purchase,"After using 5 months I'm writing this. And for me, switching from android to ios was hard decision, but now I think it was a good move. It's the best phone I ever used. Camera, display, build quality, features, performance all are extra ordinary. My only complain is - it's battery back up, it's okay okay for me, not up to the mark.",iphone,51999
5,Great product,"The iPhone 14 continues Apple's tradition of delivering cutting-edge technology wrapped in a sleek, durable design. Here's a detailed review focusing on its key features, performance, and overall user experience.

Design and Build
Aerospace-grade aluminum frame and Ceramic Shield front.
Similar design to predecessor, with a comfortable and sleek profile.
IP68 water and dust resistance rating.
Display

Super Retina XDR display offering vibrant colors, deep blacks, and high brightness.
High con...
READ MORE",iphone,51999
5,Brilliant,Excellent features with camera quality,iphone,51999
5,Terrific,Awesome Phone,iphone,51999
5,Awesome,Absolutely love this device contains with all best features .,iphone,51999
5,Mind-blowing purchase,Awesome camera quality and the colour! Totally happy with this purchase 🥰 thank you!,iphone,51999
5,Super!,Thank you,iphone,51999
5,Awesome,Best product at best deal .but exchange is the disaster now service charges also increased very smarty. It's a debatable issue for exchange products evaluation at the time of delivery and need improvement,iphone,51999
5,Wonderful,Boom boom mobile,iphone,51999
5,Awesome,"One of the finest iPhones. Thrilled with the purchase. Performance is very good.

Thanks Flipkart for on time delivery.

Keep up the good service.",iphone,51999
5,Simply awesome,best in best 💜,iphone,51999
5,Great product,Nice camera but battery drain fast specially on video recording,iphone,51999
5,Excellent,Just amazing!,iphone,51999
5,Fabulous!,"Best smart phone under this price range compare to other phones in 2023 if you see overall build quality, performance and Camera with autofocus and video action mode are awesome
50% extra RAM compared to iPhone 13 and other more features. Best time to upgrade to iPhone 14 . I am so happy
See Low light photos are amazing..",iphone,51999
5,Just wow!,Good,iphone,51999
5,Excellent,"Very nice product, camera quality is just amazing everything seems too real.
Phone is very fast.",iphone,51999
5,Great product,"Damn such a great phone. Camera is really good, battery lasts long enough, super smooth even though its just 60 hz XDR display. Videos with action mode on are insanely stable and crisp.The night mode can take some really good shots jn low light conditions .The whole apple environment itself is so seamless. I shifted from android to iPhone and it barely took any time since I had iPad and a mac already. With a just a few clicks the phone was ready to go.",iphone,51999
5,Best in the market!,"Excellent smart phone, Good battery backup and performance is very good, Good camera quality.",iphone,51999
5,Best in the market!,"Amazing picture quality, awesome design, mind blowing display and fabulous performance and specially very handy phone",iphone,51999
5,Awesome,"Reasons to get it over regular 13
- 50 percent extra ram
- Better camera sensors
- Cinematic mode at 4k 30 fps (13 could only do 1080p 30fps)
- Action mode for super stabilised videos
- Better low light photos thanks to photonic engine
- Better battery life
- Extra gpu core for high graphics performance
- New improved modem for fast and efficient mobile connectivity
- Dual ambient light sensors
- Better camera flash
- Crash detection
- Satellite connectivity (though currently not in I...
READ MORE",iphone,51999
5,Must buy!,"The best camera best design !!
1st iphone 14 !!
i tried all conditions light photo
the quality is best i was impressed with device
battery backup is good
perform is very impressive 🔥",iphone,51999
5,Worth every penny,Amazing picture quality❤️👌🏼👌🏼,iphone,51999
5,Must buy!,"Just awesome....❤️🙌😌
Display Camera Battery Processor....
JUST WOW....✨💗☺️",iphone,51999
5,Simply awesome,Loved it 👍,iphone,51999
5,Terrific purchase,Thanku filipkart best phone in the world ❤️,iphone,51999
5,Perfect product!,Good,iphone,51999
5,Awesome,Love the camera💖🥰,iphone,51999
5,Best in the market!,Performance is really good and camera quality is fine,iphone,51999
4,Very Good,Nice UI and Fast,iphone,51999
4,Good quality product,Awesome 👍,iphone,51999
5,Mind-blowing purchase,Just perfect!!,iphone,51999
5,Fabulous!,sound quality is very good 👍,iphone,51999
5,Terrific,Iphone 14 Nothing to say about it.... too Fast to furious... thank you Flipkart 👍,iphone,51999
5,Just wow!,Amazing!pictures...📸 everything good 😍,iphone,51999
5,Classy product,Camera is superb.nice phone,iphone,51999
5,Just wow!,"I used iPhone 12 mini and now upgraded with iPhone 14.
Camera quality is awesome.
Full day battery backup.
Super Retina display with high dynamic range is awesome.

In terms of camera and battery life is big upgrade for me.",iphone,51999
5,Excellent,Finally got an iPhone. Love the camera.,iphone,51999
5,Perfect product!,Super camera.,iphone,51999
4,Good choice,Unboxing overall good experience 😊,iphone,51999
5,Must buy!,After a losts of efforts when you get then Just Awesome 😊,iphone,51999
5,Highly recommended,Ultimate,iphone,51999
5,Wonderful,"Amazing product, love the design and the feel is awesome
Performance is very smooth.",iphone,51999
5,Mind-blowing purchase,Amazing device for daily life about camera about sound quality all are good,iphone,51999
4,Good quality product,Nice look badiya phone after one year use great working,iphone,51999
5,Terrific purchase,Just wow😍😘,iphone,51999
5,Terrific,"I bought iPhone 14 in big billion days. Very happy. Excellent Product delivery
Excellent haptics
Excellent Performance
Excellent Camera
Excellent In hand feel
Excellent Eco System if u have other apple products
❤️ From Ooty

Thank you Flipkart for the big billion days 🎉",iphone,51999
5,Must buy!,"Just awesome!!
I switch to iPhone 14 from iPhone 12. The powerful chipset gives you smooth performance. No lags, no fancy UI, just delivers the best of it.

Camera is best. Battery giving a full day. Speaker sounds wide and clear.

Must buy!!",iphone,51999
5,Simply awesome,Excellent build quality. Much faster and smoother,iphone,51999
5,Classy product,"Very attractive
Must buy
Love It❤️❤️",iphone,51999
5,Super!,Absolutely Awesome,iphone,51999
5,Super!,Great picture quality. Performance is good as always. The important addition is the cinematographic video recording,iphone,51999
5,Wonderful,Excellent Product 🥳,iphone,51999
5,Mind-blowing purchase,Excellent camera😊,iphone,51999
5,Excellent,awesome build quality and features,iphone,51999
5,Super!,Really an overall great product,iphone,51999
5,Terrific,Awesome device form apple just go for it and main point is Flipkart delivery facility is best.,iphone,51999
5,Fabulous!,"Happy to have iPhone 14. Wonderful phone specially because of Powerful camera😍, perfect screen size and potentially battery life make it worthy.",iphone,51999
5,Fabulous!,"It's a apple device .. that means you get the good old ios . No performance issue , supper ram and power management . My slightly distasteful remark would be on its camera .",iphone,51999
5,Classy product,"Totally in love with my new iphone 14. Battery backup is amazing which I never expected from Apple to be very honest.
Built quality is excellent and it looks premium. Camera quality is excellent as well. True to life color reproduction, Indoor conditions amazing, night photos are good, facial tones are very good, day clicks are amazing. In short it's an amazing exp. Selfie cam also produces very good quality images.",iphone,51999
5,Brilliant,Awesome phone with amazing features,iphone,51999
5,Great product,"Cameras quality is 🤩, all rounder phone",iphone,51999
5,Super!,An absolute beast. This is what you expect after paying such amount. Everything is perfect about this phone from build quality to camera to performance. Absolutely worth it.,iphone,51999
5,Terrific purchase,Camera cinematic next level🔥🔥,iphone,51999
5,Excellent,Love it,iphone,51999
5,Terrific,"Purchase on First day sale in BBD23.
Will share full review after use.
I am shifting from Android to IPhone.",iphone,51999
5,Great product,Nice looking phone.,iphone,51999
5,Wonderful,"My 1st IOS device so far good😊
Midnight Black the best you can have, the Camera quality is excellent along with the multitasking performance. Go for it!",iphone,51999
5,Classy product,"iphone is great
Canera qulity is best
Battery is powerful
All dizine best
Work all best
All over best",iphone,51999
5,Brilliant,Love IPhone Dream IPhone..💜😍✌️🖤,iphone,51999
5,Excellent,Looking Awesome ✨✨,iphone,51999
5,Simply awesome,Best phone but same as Iphone 13. There is no difference in 13 and 14.,iphone,51999
5,Brilliant,Decent purchase:),iphone,51999
5,Best in the market!,"Absolutely Awesome, Switching to iPhone was not easy but once i started using this phone. I am loving it.",iphone,51999
5,Great product,"Best in the market.
Camera quality awesome
Battery easily goes for a day
Speakers are really good.",iphone,51999
5,Classy product,What a phone.,iphone,51999
4,Delightful,Thanks Flipkart for this all new iPhone without any problem I got it and I'm finally Shifted 5 years later redmi not 5 pro to new. iPhone 14 i really do hard work for this thing Last 8 month Thanks 😊 I'm happy 😁 ❤️,iphone,51999
5,Classy product,Very smooth and camera is awesome 😍,iphone,51999
5,Worth every penny,This is my first IOS device and I like it..I gifted this to my younger brother and he loved it. iPhone in-hand feel is damn premium 🙌🏻 also the camera quality is top notch to be honest I bought this phone only for smooth processor and camera quality. Just go for it,iphone,51999
4,Good choice,Nice,iphone,51999
4,Good choice,Good,iphone,51999
5,Classy product,Nice,iphone,51999
5,Highly recommended,Nice camera,iphone,51999
5,Excellent,Best camera phone,iphone,51999
5,Terrific purchase,"Simply superb so far
No complaints as of now
Phone was delivered within one day after order",iphone,51999
5,Perfect product!,awesome phone..i switched from android to ios first time and became a big fan of ios. Performance is excellent and display camera everything is awesome❤️❤️.,iphone,51999
5,Wonderful,"Review after a week

Overall a powerful package for photo, video and gaming. Only thing which could have been better is battery, though it works whole day with low usage , but extensive use it would not go beyond half day.

Camera 4/5
Pictures in full zoom- 3
Sound quality- 5/5
Display- 4.5/5
Performance- 5",iphone,51999
5,Best in the market!,Awesome camera,iphone,51999
5,Awesome,Nice one,iphone,51999
5,Simply awesome,My First iphone experience even though its 60hz refresh rate but feels so smooth and optimized and performance is top notch🔥..if u r looking for an iphone 13..go for i phone 14 trust me u will love it❤️,iphone,51999
5,Best in the market!,Quality + Performance + Integrity = Apple Inc,iphone,51999
5,Excellent,Good one got it around 67k . This is my first Apple mobile. Took time to get habituated to apple eco system but worth the wait. Simple and easy.,iphone,51999
5,Simply awesome,Best Phone in market.,iphone,51999
5,Brilliant,Nice,iphone,51999
5,Mind-blowing purchase,Wonderful ..After16 years using android shifted to iIphone. Feels premium in hands Intelligent function save your time if you know how used IPhone. Sound Cristal clear. Build quality and finishing superb. Got a small island display in left side which indicates running function so wont feel regret of function of Dynamic Island IPhone 15. Overall value for money IPhone 14 and delighted and excited while using.if you are passionate then go for blindly you will not get remorse.,iphone,51999
5,Simply awesome,Highly recommended best price since launch loud speaker is amazing display is another world nothing to say it's overall quite amazing phone dont think ggo for it,iphone,51999
5,Classy product,It looks so pretty 🫣❤️,iphone,51999
4,Really Nice,"4 out of 5
Phone was so handy and superb",iphone,51999
5,Worth every penny,I'm happy with the phone and the deal I got from the Flipkart.,iphone,51999
5,Mind-blowing purchase,Best quality,iphone,51999
5,Best in the market!,"Best in class in all the aspects. Top notch performance for display, camera and everything.",iphone,51999
5,Perfect product!,Value for money product if you get the deal around 65 k .,iphone,51999
5,Mind-blowing purchase,Excellent camera 😍,iphone,51999
5,Perfect product!,Very good phone,iphone,51999
5,Great product,You ever Heard the word Satisfaction...Yesss that is exactly how it feels to have it.,iphone,51999
5,Great product,"I wanted to buy yellow colour but that was not delivering on my pin code so went for this colour.

After receiving this, I have no regression.

Love this.

iPhone heats a lot because of its built. Its frame is steel and the back is glass but it has great things when it gets hot, it restricts some features to cool it down.

The camera is good, sometimes it misses focus.

Performance is the best part of it.",iphone,51999
5,Classy product,"I switch from x r to 14 great experience
Best display and sound quality and some fabulous changes in camera is also.great",iphone,51999
5,Just wow!,I just love this phone for the 1st time and the performance is awesome just wow camera quality battery everything is awesome . I prefer anyone who can use this phone . Iphone using it for the 1st time never getting any problem . Just thank you Flipkart for providing me these at low cost as compared to retail shops . Thank you Flipkart and Apple . Just love it .,iphone,51999
5,Excellent,"Simply awesome. But battery health going like a bullet train, after 50 days of usage battery health showing 98%.",iphone,51999
5,Worth every penny,"Amazing camera effects, one of the best device for cinematography",iphone,51999
5,Just wow!,Amazing camera❤️❤️❤️,iphone,51999
5,Perfect product!,"Amazing device
I switch to iPhone 14 from iPhone 8. Great camera and power management full day battery backup. Sound quality and display also awesome. Just go for it if you have enough money",iphone,51999
5,Just wow!,Amazing camera❤️❤️❤️,iphone,51999
5,Perfect product!,"Amazing device
I switch to iPhone 14 from iPhone 8. Great camera and power management full day battery backup. Sound quality and display also awesome. Just go for it if you have enough money",iphone,51999
5,Perfect product!,Good,iphone,51999
5,Delightful,"Excellent Smartphone, Amazing Picture quality, Good sound quality",iphone,51999
5,Great product,"Nice camera.
Amazing night mode.
Battery performance good.
Loving it.",iphone,51999
5,Super!,Camera and battery Quality us best in this segment,iphone,51999
5,Terrific purchase,"I simply love it
🥰🥰🥰🥰🥰
Camera quality 🥰
🔋😍😍
Very happy 😊",iphone,51999
5,Classy product,"Very good purchase.i bought it for my wife as a Padwa gift.
but just my views on purchasing this expensive phone- if you are using Iphone very lower version go for it but if you are already in iphone 13 or 11 do not spend money,its not worth.no much change.
but if you have lots of money then go for it.
wife was using iphone 7 hence i purchased this latest one.
now no purchase atleast for 6 years. iphone 7 also used 5 years and believe me it has no issues at all, but the only problem was batte...
READ MORE",iphone,51999
5,Classy product,"Great phone with great capabilities 🔥
Excellent camera 📸
Processor same as my 13pro
New blue colour is awesome ❤️
I have :- 14pro . 13pro . 12. 12mini . Also new this one iphone 14 . One thing is common in all have , there is no lag till the date.
The one thing I always said it is what it is🔥🔥",iphone,51999
5,Simply awesome,Very nice,iphone,51999
5,Must buy!,Nice Cinematic Video and Portrait photography,iphone,51999
5,Brilliant,"I using this mobile for 2 days before I using Samsung m30 so..... This iPhone was very handy
Performance a15 bionic with 6 core processor
We can't find the difference day to day life soo...this is awesome next camera camera is top notch I don't how to tell in words this very good camera same as dslr and videos is soo good quality but action mode is take 2.8k resolution and in dimlight is was sooo bad so while you take with action use gimbal ..... And over all the phone very good 👍",iphone,51999
5,Must buy!,Product is amazing as expected from iphone. Got this recently in a sale with a whopping price of 63k including all discounts. Loving it!!!!,iphone,51999
5,Super!,Superb quality,iphone,51999
5,Worth every penny,"Better than iphone 13. Especially that 13 number is considered unlucky. Moreover, better camera, battery, quality. And finally, color purple is very nice
Namaste🙏",iphone,51999
5,Perfect product!,I love the product. Love the camera.,iphone,51999
5,Worth every penny,"Amazing camera effects, one of the best device for cinematography",iphone,51999
5,Mind-blowing purchase,Wonderful ..After16 years using android shifted to iIphone. Feels premium in hands Intelligent function save your time if you know how used IPhone. Sound Cristal clear. Build quality and finishing superb. Got a small island display in left side which indicates running function so wont feel regret of function of Dynamic Island IPhone 15. Overall value for money IPhone 14 and delighted and excited while using.if you are passionate then go for blindly you will not get remorse.,iphone,51999
5,Perfect product!,"It's a nice phone, camera is great, gaming is great. Battery is only 3270 mAh, it should have been around 4500-5000 mAh",iphone,51999
4,Nice product,Thanks for Flipkart,iphone,51999
4,Good quality product,"Iphone 14 Awesome 😍😍 . Easy to carry i phone . Light weight. And very effective in daily usage. Battery is effective according to daily usage. Pictures, sound output, is always the best.Camera is always amazing ( cinematic video is wow). Colour is awesome 🙂🙂 overall very good 😊😊",iphone,51999
5,Fabulous!,"First iPhone I'm so excited 🙃
It is wonderful, good battery performance for gamer ✌️",iphone,51999
4,Pretty good,Very nyc phone,iphone,51999
5,Must buy!,Superb camera and performance... Battery life is also good.... Great Display and awesome looks... 60hz refresh rate is better than android 90hz... Loved it ❤,iphone,51999
5,Must buy!,Great performance,iphone,51999
5,Fabulous!,Nice Phone.,iphone,51999
1,Hated it!,Bad,iphone,51999
5,Simply awesome,"I phone 14 camera is so good, I can't believe it. It's like having a professional photographer in my pocket. I can take stunning photos of anything, from my cat to the Eiffel Tower. The colors are vibrant, the details are sharp, and the zoom is amazing. I can even make funny faces with the filters and stickers. I phone 14 camera is the best thing that ever happened to me. It makes me feel like a star.🌟",iphone,51999
5,Highly recommended,Superb,iphone,51999
5,Terrific,Best iPhone ever,iphone,51999
5,Great product,Nice performance,iphone,51999
5,Mind-blowing purchase,Best smartphone I can get my hands on till this point of my life.,iphone,51999
5,Terrific,Loved it,iphone,51999
5,Brilliant,"No two ways , it's a great product, I haven't used iPhone before, this feels real good phone , great battery life , iOS is really better in stability and speed",iphone,51999
5,Terrific purchase,Good nice trusted i checked everything i was conserned about weather I'll get fooled by delivery and all but it was new i checked everything as people used to say we get refurbished phone no it was good new fresh,iphone,51999
5,Worth every penny,Amazing.loved this colour.,iphone,51999
5,Fabulous!,Best camera,iphone,51999
5,Terrific,"I am very happy with the purchase , i was confused between blue and yellow but yellow is very bright and refreshing color and look different blue is also nice but after putting back cover we can not differentiate if its is iphone 13 or 14 better go for yellow iphone its very bright and attractive lot of people asked me if i bough new iphone or something thankyou flipkart now comes to the performance battery is good display is very smooth looks very premiums n feels very premium. Go for it",iphone,51999
5,Wonderful,"Best phone The iPhone 14 is a great upgrade if you're using an 11 or older iPhone as it provides longer battery life, faster performance, a much better screen, increased durability and cameras as well as safety features",iphone,51999
5,Terrific purchase,Awesome picture quality,iphone,51999
4,Value-for-money,Nice phone but improvement of design,iphone,51999
5,Fabulous!,Nyc phone,iphone,51999
5,Terrific purchase,"As expected, excellent pdt from Apple, stunning look, superb durability and great performance. Thanks to Flipkart for a fantastic offer on this product and timely delivery.",iphone,51999
4,Value-for-money,Best product,iphone,51999
5,Mind-blowing purchase,"The iPhone 14 a gorgeous design, full 5G support, great cameras and strong performance. However, you don't get a 120Hz display or telephoto lens.Great work flipkart your agent is really supportive.",iphone,51999
4,Wonderful,Have recently moved over from Android to IOS. Felt very happy about it.,iphone,51999
5,Simply awesome,Good camera quality,iphone,51999
5,Worth every penny,"Thank you Flipkart, I am very happy with the phone, thank you very much, it is a very good phone.❤️😍☺️",iphone,51999
5,Excellent,The smoothness of the phone is excellent. Battery is okayish if you switch from android. Camera is one the best.,iphone,51999
5,Highly recommended,Excellent.,iphone,51999
5,Wonderful,Great product,iphone,51999
5,Awesome,Pic quality is good,iphone,51999
5,Terrific,"I Phine 14 ☺️
Nice Product 👍 , Good Quality 👍 , i am very Happy 😊",iphone,51999
5,Must buy!,THE product is genuinely awesome.. and can't stop my etes from looking into the product.. Awesome work by APPLE and good customer support from seller and Flipkart...THANKS FOR THE PRODUCT... GO FOR IT,iphone,51999
5,Must buy!,Osm Mobile it is my 1st experience in iPhone 14 series I m satisfied,iphone,51999
5,Terrific,Good....,iphone,51999
5,Classy product,"Genuine and nice,worthy upgrade considering technical enhancements over IPhone 13(may not be for 13 users),like better sensor and low light performance, extra 2gb ram,5 core Gpu(as in 13 pro) and longer ios support.New ios 16 is stable.Flipkart service is good.",iphone,51999
3,Bad quality,"After using for 2 weeks, conclusion :
Battery drain very fast. It took 2 time a day for charging
Camera is not good as I thought
Display 60hz is smooth but not great
Apple system is very classy
If you are middle class family member then don't go for it. Android is far better for uses
Don't overhyped",iphone,51999
3,Fair,Superb performance,iphone,51999
5,Highly recommended,I am so happy to have first time i phone 14. My experience is outstanding to have this phone.But i wanted to have i phone 18 fortunately i have this now.,iphone,51999
5,Worth every penny,Awesome.. packed well and safe delivery.,iphone,51999
5,Terrific purchase,The colour is fantastic ☺️ and performing very well value for money,iphone,51999
5,Perfect product!,Excellent,iphone,51999
5,Classy product,Good,iphone,51999
4,Mind-blowing purchase,Recommended,iphone,51999
4,Worth the money,Very good 👍,iphone,51999
5,Perfect product!,"Awesome phone.
Not a single problem in it",iphone,51999
5,Brilliant,Overall a good phone. Speakers are superb.,iphone,51999
5,Mind-blowing purchase,"Performance - Amazing.
UI exp- amazing...its simple. But sometime annoy.
Battery- around 9hr normal usage(camera use). Pubg game - 6hr apprx.
Display- its good but I do not like to watch movies or tv series in 6.1 size screen. Better go for plus model.
This size is handy.
Gaming - sometime get sticky (due to heating) while playing pubg (HD quality). But overall run smooth. Do not forget to enable gaming mode and and guided acces.

I find this phone suitable for daily purpose. It take less ti...
READ MORE",iphone,51999
5,Best in the market!,Best,iphone,51999
5,Great product,"I had upgraded from XR to 14.. So it’s amazing❤️
But if you are already using 13 means, either upgrade it to 14 pro or don’t buy this.
Ditto as iPhone 13.",iphone,51999
5,Just wow!,Worth of money.!,iphone,51999
5,Just wow!,Best,iphone,51999
3,Does the job,Handy. Premium felling,iphone,51999
4,Very Good,Phone is good but battery drains too much,iphone,51999
5,Just wow!,Videos from this are just awesome. Performance top notch as expected from apple.,iphone,51999
5,Great product,Iphone14=camera+battery +processor with brand,iphone,51999
5,Excellent,Excellent phone,iphone,51999
5,Perfect product!,"I got with in a day after I ordered,really happy with the product and service",iphone,51999
5,Terrific purchase,"Lovely phone.. camera is very good 👍
Awesome product.....",iphone,51999
3,Decent product,"The iPhone 14 is a solid choice for those looking for a high-quality smartphone experience. The camera is top-notch, the performance is smooth, and the design is sleek and modern. However, there are a few drawbacks to consider when comparing it to Android phones.

One of the biggest cons of the iPhone 14 is its lack of customization options. Apple has a strict policy on what apps and features can be used on their devices, which can be frustrating for users who want more control over their pho...
READ MORE",iphone,51999
5,Classy product,"Powerful A15 Bionic chip
Long-lasting battery life
Improved cameras
New Cinematic mode for video
Sleek and durable design
Sharp and vibrant display
5G connectivity
iOS 16 with new features and customizations
Available in four colors: Midnight, Starlight, Product Red, and Purple",iphone,51999
5,Worth every penny,Without doubt my first iphone proved that it is far better than Android phones. Battery may not work more than 15 hours if you have lot of calls and activities. 14 and 14 plus both are excellent since my colleague purchased 14 plus since he need bigger display. You can go for any 14 series according to your requirements.,iphone,51999
5,Awesome,Great product at this price range i am very happy to get this product,iphone,51999
5,Simply awesome,"Amazing phone 😍😍
Nice performance
All are good 👍🏻
Nice look and best camera",iphone,51999
5,Super!,Great picture quality. Performance is good as always. The important addition is the cinematographic video recording,iphone,51999
5,Must buy!,good. Go for it...,iphone,51999
5,Best in the market!,Nice product liked it,iphone,51999
4,Good quality product,Super,iphone,51999
5,Perfect product!,Tq Flipkart ❣️,iphone,51999
3,Decent product,Battery performance is too bad . Battery health goes down to 97 in just two months,iphone,51999
5,Wonderful,"Phone is good but some bugs in the phone.
Camera is good
Performance is good
Design is good
Battery performance is ok
Purchased that phone in January and battery perform good when you have low usage and in heavy usage battery draining fast.",iphone,51999
5,Awesome,Superb phone. Design could have been new but good performance . Purple color looks pretty decent. Light shade.,iphone,51999
5,Perfect product!,Nice,iphone,51999
5,Highly recommended,Sera Phone Better Performance Good bill quality,iphone,51999
5,Worth every penny,Just loving it❣️,iphone,51999
5,Must buy!,Awesome,iphone,51999
5,Simply awesome,Nice product,iphone,51999
1,Horrible,Really disappointed with display and performance. Lagging in bgmi with graphics settings smooth + extreme. Hardly 50 fps. While lagging gives 25-30 fps which is frustrating for device like this.,iphone,51999
5,Perfect product!,"Best phone in this price range..

Camera-5/5
Battery-5/5 easily full day backup
Performance-5/5
Display-5/5
OS-5/5
Everything abt this phone is perfect!!",iphone,51999
5,Great product,"Powerful processor
Great display
Great camera
Less battery",iphone,51999
5,Mind-blowing purchase,Yellow Color is awesome in this segment,iphone,51999
